date,region,medicine,units_sold
2022-02-04,central,salbutamol,104
2022-02-04,central,ors,255
2022-02-05,north,paracetamol,264
2022-02-05,north,metformin,58
2022-02-05,north,amlodipine,155
2022-02-05,north,salbutamol,111
2022-02-05,north,ors,160
2022-02-05,south,paracetamol,195
2022-02-05,south,metformin,294
2022-02-05,south,amlodipine,100
2022-02-05,south,salbutamol,152
2022-02-05,south,ors,68
2022-02-05,east,paracetamol,118
2022-02-05,east,metformin,166
2022-02-05,east,amlodipine,131
2022-02-05,east,salbutamol,172
2022-02-05,east,ors,82
2022-02-05,west,paracetamol,157
2022-02-05,west,metformin,215
2022-02-05,west,amlodipine,62
2022-02-05,west,salbutamol,226
2022-02-05,west,ors,122
2022-02-05,central,paracetamol,139
2022-02-05,central,metformin,230
2022-02-05,central,amlodipine,178
2022-02-05,central,salbutamol,61
2022-02-05,central,ors,201
2022-02-06,north,paracetamol,178
2022-02-06,north,metformin,117
2022-02-06,north,amlodipine,184
2022-02-06,north,salbutamol,165
2022-02-06,north,ors,141
2022-02-06,south,paracetamol,278
2022-02-06,south,metformin,296
2022-02-06,south,amlodipine,293
2022-02-06,south,salbutamol,246
2022-02-06,south,ors,88
2022-02-06,east,paracetamol,81
2022-02-06,east,metformin,226
2022-02-06,east,amlodipine,208
2022-02-06,east,salbutamol,157
2022-02-06,east,ors,128
2022-02-06,west,paracetamol,52
2022-02-06,west,metformin,290
2022-02-06,west,amlodipine,159
2022-02-06,west,salbutamol,224
2022-02-06,west,ors,160
2022-02-06,central,paracetamol,64
2022-02-06,central,metformin,100
2022-02-06,central,amlodipine,156
2022-02-06,central,salbutamol,259
2022-02-06,central,ors,262
2022-02-07,north,paracetamol,251
2022-02-07,north,metformin,70
2022-02-07,north,amlodipine,267
2022-02-07,north,salbutamol,90
2022-02-07,north,ors,169
2022-02-07,south,paracetamol,52
2022-02-07,south,metformin,178
2022-02-07,south,amlodipine,198
2022-02-07,south,salbutamol,252
2022-02-07,south,ors,129
2022-02-07,east,paracetamol,148
2022-02-07,east,metformin,198
2022-02-07,east,amlodipine,154
2022-02-07,east,salbutamol,252
2022-02-07,east,ors,144
2022-02-07,west,paracetamol,226
2022-02-07,west,metformin,114
2022-02-07,west,amlodipine,90
2022-02-07,west,salbutamol,273
2022-02-07,west,ors,116
2022-02-07,central,paracetamol,173
2022-02-07,central,metformin,273
2022-02-07,central,amlodipine,91
2022-02-07,central,salbutamol,118
2022-02-07,central,ors,234
2022-02-08,north,paracetamol,220
2022-02-08,north,metformin,150
2022-02-08,north,amlodipine,189
2022-02-08,north,salbutamol,255
2022-02-08,north,ors,113
2022-02-08,south,paracetamol,157
2022-02-08,south,metformin,100
2022-02-08,south,amlodipine,122
2022-02-08,south,salbutamol,109
2022-02-08,south,ors,248
2022-02-08,east,paracetamol,129
2022-02-08,east,metformin,205
2022-02-08,east,amlodipine,173
2022-02-08,east,salbutamol,248
2022-02-08,east,ors,63
2022-02-08,west,paracetamol,209
2022-02-08,west,metformin,57
2022-02-08,west,amlodipine,76
2022-02-08,west,salbutamol,294
2022-02-08,west,ors,99
2022-02-08,central,paracetamol,236
2022-02-08,central,metformin,106
2022-02-08,central,amlodipine,52
2022-02-08,central,salbutamol,204
2022-02-08,central,ors,271
2022-02-09,north,paracetamol,83
2022-02-09,north,metformin,75
2022-02-09,north,amlodipine,299
2022-02-09,north,salbutamol,278
2022-02-09,north,ors,217
2022-02-09,south,paracetamol,164
2022-02-09,south,metformin,135
2022-02-09,south,amlodipine,209
2022-02-09,south,salbutamol,218
2022-02-09,south,ors,179
2022-02-09,east,paracetamol,160
2022-02-09,east,metformin,249
2022-02-09,east,amlodipine,155
2022-02-09,east,salbutamol,184
2022-02-09,east,ors,68
2022-02-09,west,paracetamol,82
2022-02-09,west,metformin,295
2022-02-09,west,amlodipine,51
2022-02-09,west,salbutamol,244
2022-02-09,west,ors,269
2022-02-09,central,paracetamol,255
2022-02-09,central,metformin,64
2022-02-09,central,amlodipine,70
2022-02-09,central,salbutamol,127
2022-02-09,central,ors,108
2022-02-10,north,paracetamol,153
2022-02-10,north,metformin,131
2022-02-10,north,amlodipine,167
2022-02-10,north,salbutamol,162
2022-02-10,north,ors,88
2022-02-10,south,paracetamol,69
2022-02-10,south,metformin,50
2022-02-10,south,amlodipine,122
2022-02-10,south,salbutamol,58
2022-02-10,south,ors,284
2022-02-10,east,paracetamol,100
2022-02-10,east,metformin,215
2022-02-10,east,amlodipine,280
2022-02-10,east,salbutamol,270
2022-02-10,east,ors,64
2022-02-10,west,paracetamol,133
2022-02-10,west,metformin,279
2022-02-10,west,amlodipine,90
2022-02-10,west,salbutamol,271
2022-02-10,west,ors,224
2022-02-10,central,paracetamol,203
2022-02-10,central,metformin,103
2022-02-10,central,amlodipine,168
2022-02-10,central,salbutamol,247
2022-02-10,central,ors,216
2022-02-11,north,paracetamol,66
2022-02-11,north,metformin,247
2022-02-11,north,amlodipine,177
2022-02-11,north,salbutamol,141
2022-02-11,north,ors,58
2022-02-11,south,paracetamol,268
2022-02-11,south,metformin,276
2022-02-11,south,amlodipine,95
2022-02-11,south,salbutamol,183
2022-02-11,south,ors,245
2022-02-11,east,paracetamol,65
2022-02-11,east,metformin,264
2022-02-11,east,amlodipine,161
2022-02-11,east,salbutamol,136
2022-02-11,east,ors,206
2022-02-11,west,paracetamol,218
2022-02-11,west,metformin,245
2022-02-11,west,amlodipine,111
2022-02-11,west,salbutamol,153
2022-02-11,west,ors,169
2022-02-11,central,paracetamol,217
2022-02-11,central,metformin,239
2022-02-11,central,amlodipine,201
2022-02-11,central,salbutamol,183
2022-02-11,central,ors,89
2022-02-12,north,paracetamol,247
2022-02-12,north,metformin,107
2022-02-12,north,amlodipine,191
2022-02-12,north,salbutamol,127
2022-02-12,north,ors,291
2022-02-12,south,paracetamol,222
2022-02-12,south,metformin,160
2022-02-12,south,amlodipine,148
2022-02-12,south,salbutamol,55
2022-02-12,south,ors,72
2022-02-12,east,paracetamol,111
2022-02-12,east,metformin,261
2022-02-12,east,amlodipine,66
2022-02-12,east,salbutamol,133
2022-02-12,east,ors,161
2022-02-12,west,paracetamol,247
2022-02-12,west,metformin,153
2022-02-12,west,amlodipine,174
2022-02-12,west,salbutamol,77
2022-02-12,west,ors,190
2022-02-12,central,paracetamol,206
2022-02-12,central,metformin,222
2022-02-12,central,amlodipine,69
2022-02-12,central,salbutamol,235
2022-02-12,central,ors,258
2022-02-13,north,paracetamol,166
2022-02-13,north,metformin,296
2022-02-13,north,amlodipine,103
2022-02-13,north,salbutamol,276
2022-02-13,north,ors,158
2022-02-13,south,paracetamol,280
2022-02-13,south,metformin,113
2022-02-13,south,amlodipine,101
2022-02-13,south,salbutamol,278
2022-02-13,south,ors,92
2022-02-13,east,paracetamol,136
2022-02-13,east,metformin,67
2022-02-13,east,amlodipine,277
2022-02-13,east,salbutamol,133
2022-02-13,east,ors,103
2022-02-13,west,paracetamol,109
2022-02-13,west,metformin,172
2022-02-13,west,amlodipine,120
2022-02-13,west,salbutamol,277
2022-02-13,west,ors,283
2022-02-13,central,paracetamol,178
2022-02-13,central,metformin,162
2022-02-13,central,amlodipine,86
2022-02-13,central,salbutamol,98
2022-02-13,central,ors,84
2022-02-14,north,paracetamol,154
2022-02-14,north,metformin,244
2022-02-14,north,amlodipine,84
2022-02-14,north,salbutamol,270
2022-02-14,north,ors,58
2022-02-14,south,paracetamol,214
2022-02-14,south,metformin,109
2022-02-14,south,amlodipine,105
2022-02-14,south,salbutamol,155
2022-02-14,south,ors,160
2022-02-14,east,paracetamol,138
2022-02-14,east,metformin,61
2022-02-14,east,amlodipine,279
2022-02-14,east,salbutamol,120
2022-02-14,east,ors,120
2022-02-14,west,paracetamol,168
2022-02-14,west,metformin,181
2022-02-14,west,amlodipine,238
2022-02-14,west,salbutamol,222
2022-02-14,west,ors,288
2022-02-14,central,paracetamol,144
2022-02-14,central,metformin,227
2022-02-14,central,amlodipine,99
2022-02-14,central,salbutamol,152
2022-02-14,central,ors,251
2022-02-15,north,paracetamol,225
2022-02-15,north,metformin,72
2022-02-15,north,amlodipine,139
2022-02-15,north,salbutamol,264
2022-02-15,north,ors,142
2022-02-15,south,paracetamol,57
2022-02-15,south,metformin,260
2022-02-15,south,amlodipine,78
2022-02-15,south,salbutamol,220
2022-02-15,south,ors,102
2022-02-15,east,paracetamol,183
2022-02-15,east,metformin,270
2022-02-15,east,amlodipine,73
2022-02-15,east,salbutamol,169
2022-02-15,east,ors,251
2022-02-15,west,paracetamol,292
2022-02-15,west,metformin,173
2022-02-15,west,amlodipine,191
2022-02-15,west,salbutamol,101
2022-02-15,west,ors,119
2022-02-15,central,paracetamol,53
2022-02-15,central,metformin,235
2022-02-15,central,amlodipine,165
2022-02-15,central,salbutamol,256
2022-02-15,central,ors,86
2022-02-16,north,paracetamol,97
2022-02-16,north,metformin,171
2022-02-16,north,amlodipine,88
2022-02-16,north,salbutamol,141
2022-02-16,north,ors,115
2022-02-16,south,paracetamol,62
2022-02-16,south,metformin,243
2022-02-16,south,amlodipine,109
2022-02-16,south,salbutamol,299
2022-02-16,south,ors,175
2022-02-16,east,paracetamol,218
2022-02-16,east,metformin,81
2022-02-16,east,amlodipine,229
2022-02-16,east,salbutamol,182
2022-02-16,east,ors,244
2022-02-16,west,paracetamol,115
2022-02-16,west,metformin,127
2022-02-16,west,amlodipine,299
2022-02-16,west,salbutamol,281
2022-02-16,west,ors,229
2022-02-16,central,paracetamol,175
2022-02-16,central,metformin,285
2022-02-16,central,amlodipine,226
2022-02-16,central,salbutamol,78
2022-02-16,central,ors,289
2022-02-17,north,paracetamol,215
2022-02-17,north,metformin,119
2022-02-17,north,amlodipine,291
2022-02-17,north,salbutamol,275
2022-02-17,north,ors,185
2022-02-17,south,paracetamol,236
2022-02-17,south,metformin,104
2022-02-17,south,amlodipine,159
2022-02-17,south,salbutamol,51
2022-02-17,south,ors,203
2022-02-17,east,paracetamol,112
2022-02-17,east,metformin,66
2022-02-17,east,amlodipine,108
2022-02-17,east,salbutamol,137
2022-02-17,east,ors,272
2022-02-17,west,paracetamol,65
2022-02-17,west,metformin,107
2022-02-17,west,amlodipine,241
2022-02-17,west,salbutamol,99
2022-02-17,west,ors,262
2022-02-17,central,paracetamol,279
2022-02-17,central,metformin,203
2022-02-17,central,amlodipine,66
2022-02-17,central,salbutamol,163
2022-02-17,central,ors,95
2022-02-18,north,paracetamol,155
2022-02-18,north,metformin,176
2022-02-18,north,amlodipine,245
2022-02-18,north,salbutamol,99
2022-02-18,north,ors,220
2022-02-18,south,paracetamol,167
2022-02-18,south,metformin,225
2022-02-18,south,amlodipine,117
2022-02-18,south,salbutamol,196
2022-02-18,south,ors,279
2022-02-18,east,paracetamol,202
2022-02-18,east,metformin,249
2022-02-18,east,amlodipine,195
2022-02-18,east,salbutamol,100
2022-02-18,east,ors,195
2022-02-18,west,paracetamol,161
2022-02-18,west,metformin,235
2022-02-18,west,amlodipine,113
2022-02-18,west,salbutamol,248
2022-02-18,west,ors,234
2022-02-18,central,paracetamol,194
2022-02-18,central,metformin,108
2022-02-18,central,amlodipine,244
2022-02-18,central,salbutamol,263
2022-02-18,central,ors,192
2022-02-19,north,paracetamol,272
2022-02-19,north,metformin,149
2022-02-19,north,amlodipine,75
2022-02-19,north,salbutamol,225
2022-02-19,north,ors,63
2022-02-19,south,paracetamol,171
2022-02-19,south,metformin,258
2022-02-19,south,amlodipine,58
2022-02-19,south,salbutamol,56
2022-02-19,south,ors,287
2022-02-19,east,paracetamol,268
2022-02-19,east,metformin,269
2022-02-19,east,amlodipine,232
2022-02-19,east,salbutamol,189
2022-02-19,east,ors,194
2022-02-19,west,paracetamol,250
2022-02-19,west,metformin,157
2022-02-19,west,amlodipine,285
2022-02-19,west,salbutamol,185
2022-02-19,west,ors,140
2022-02-19,central,paracetamol,173
2022-02-19,central,metformin,219
2022-02-19,central,amlodipine,253
2022-02-19,central,salbutamol,214
2022-02-19,central,ors,197
2022-02-20,north,paracetamol,50
2022-02-20,north,metformin,58
2022-02-20,north,amlodipine,160
2022-02-20,north,salbutamol,73
2022-02-20,north,ors,174
2022-02-20,south,paracetamol,211
2022-02-20,south,metformin,85
2022-02-20,south,amlodipine,53
2022-02-20,south,salbutamol,206
2022-02-20,south,ors,136
2022-02-20,east,paracetamol,276
2022-02-20,east,metformin,193
2022-02-20,east,amlodipine,57
2022-02-20,east,salbutamol,140
2022-02-20,east,ors,88
2022-02-20,west,paracetamol,107
2022-02-20,west,metformin,189
2022-02-20,west,amlodipine,221
2022-02-20,west,salbutamol,53
2022-02-20,west,ors,288
2022-02-20,central,paracetamol,74
2022-02-20,central,metformin,247
2022-02-20,central,amlodipine,116
2022-02-20,central,salbutamol,216
2022-02-20,central,ors,167
2022-02-21,north,paracetamol,73
2022-02-21,north,metformin,262
2022-02-21,north,amlodipine,55
2022-02-21,north,salbutamol,146
2022-02-21,north,ors,121
2022-02-21,south,paracetamol,210
2022-02-21,south,metformin,225
2022-02-21,south,amlodipine,244
2022-02-21,south,salbutamol,173
2022-02-21,south,ors,51
2022-02-21,east,paracetamol,87
2022-02-21,east,metformin,89
2022-02-21,east,amlodipine,105
2022-02-21,east,salbutamol,152
2022-02-21,east,ors,152
2022-02-21,west,paracetamol,265
2022-02-21,west,metformin,70
2022-02-21,west,amlodipine,164
2022-02-21,west,salbutamol,259
2022-02-21,west,ors,84
2022-02-21,central,paracetamol,252
2022-02-21,central,metformin,252
2022-02-21,central,amlodipine,116
2022-02-21,central,salbutamol,237
2022-02-21,central,ors,200
2022-02-22,north,paracetamol,242
2022-02-22,north,metformin,240
2022-02-22,north,amlodipine,200
2022-02-22,north,salbutamol,263
2022-02-22,north,ors,172
2022-02-22,south,paracetamol,91
2022-02-22,south,metformin,271
2022-02-22,south,amlodipine,241
2022-02-22,south,salbutamol,243
2022-02-22,south,ors,299
2022-02-22,east,paracetamol,130
2022-02-22,east,metformin,90
2022-02-22,east,amlodipine,163
2022-02-22,east,salbutamol,69
2022-02-22,east,ors,58
2022-02-22,west,paracetamol,106
2022-02-22,west,metformin,173
2022-02-22,west,amlodipine,252
2022-02-22,west,salbutamol,194
2022-02-22,west,ors,127
2022-02-22,central,paracetamol,259
2022-02-22,central,metformin,67
2022-02-22,central,amlodipine,285
2022-02-22,central,salbutamol,291
2022-02-22,central,ors,112
2022-02-23,north,paracetamol,249
2022-02-23,north,metformin,142
2022-02-23,north,amlodipine,249
2022-02-23,north,salbutamol,75
2022-02-23,north,ors,269
2022-02-23,south,paracetamol,249
2022-02-23,south,metformin,133
2022-02-23,south,amlodipine,288
2022-02-23,south,salbutamol,249
2022-02-23,south,ors,255
2022-02-23,east,paracetamol,62
2022-02-23,east,metformin,168
2022-02-23,east,amlodipine,281
2022-02-23,east,salbutamol,194
2022-02-23,east,ors,164
2022-02-23,west,paracetamol,75
2022-02-23,west,metformin,183
2022-02-23,west,amlodipine,130
2022-02-23,west,salbutamol,181
2022-02-23,west,ors,138
2022-02-23,central,paracetamol,56
2022-02-23,central,metformin,66
2022-02-23,central,amlodipine,135
2022-02-23,central,salbutamol,177
2022-02-23,central,ors,167
2022-02-24,north,paracetamol,141
2022-02-24,north,metformin,99
2022-02-24,north,amlodipine,177
2022-02-24,north,salbutamol,55
2022-02-24,north,ors,207
2022-02-24,south,paracetamol,123
2022-02-24,south,metformin,291
2022-02-24,south,amlodipine,105
2022-02-24,south,salbutamol,88
2022-02-24,south,ors,191
2022-02-24,east,paracetamol,103
2022-02-24,east,metformin,287
2022-02-24,east,amlodipine,283
2022-02-24,east,salbutamol,71
2022-02-24,east,ors,234
2022-02-24,west,paracetamol,90
2022-02-24,west,metformin,139
2022-02-24,west,amlodipine,59
2022-02-24,west,salbutamol,51
2022-02-24,west,ors,244
2022-02-24,central,paracetamol,97
2022-02-24,central,metformin,91
2022-02-24,central,amlodipine,296
2022-02-24,central,salbutamol,188
2022-02-24,central,ors,251
2022-02-25,north,paracetamol,189
2022-02-25,north,metformin,191
2022-02-25,north,amlodipine,79
2022-02-25,north,salbutamol,282
2022-02-25,north,ors,109
2022-02-25,south,paracetamol,254
2022-02-25,south,metformin,207
2022-02-25,south,amlodipine,87
2022-02-25,south,salbutamol,124
2022-02-25,south,ors,114
2022-02-25,east,paracetamol,268
2022-02-25,east,metformin,224
2022-02-25,east,amlodipine,88
2022-02-25,east,salbutamol,284
2022-02-25,east,ors,226
2022-02-25,west,paracetamol,278
2022-02-25,west,metformin,122
2022-02-25,west,amlodipine,107
2022-02-25,west,salbutamol,289
2022-02-25,west,ors,156
2022-02-25,central,paracetamol,267
2022-02-25,central,metformin,138
2022-02-25,central,amlodipine,66
2022-02-25,central,salbutamol,183
2022-02-25,central,ors,192
2022-02-26,north,paracetamol,244
2022-02-26,north,metformin,144
2022-02-26,north,amlodipine,205
2022-02-26,north,salbutamol,250
2022-02-26,north,ors,221
2022-02-26,south,paracetamol,292
2022-02-26,south,metformin,195
2022-02-26,south,amlodipine,289
2022-02-26,south,salbutamol,281
2022-02-26,south,ors,209
2022-02-26,east,paracetamol,260
2022-02-26,east,metformin,246
2022-02-26,east,amlodipine,221
2022-02-26,east,salbutamol,119
2022-02-26,east,ors,112
2022-02-26,west,paracetamol,253
2022-02-26,west,metformin,107
2022-02-26,west,amlodipine,224
2022-02-26,west,salbutamol,175
2022-02-26,west,ors,283
2022-02-26,central,paracetamol,194
2022-02-26,central,metformin,216
2022-02-26,central,amlodipine,236
2022-02-26,central,salbutamol,184
2022-02-26,central,ors,112
2022-02-27,north,paracetamol,166
2022-02-27,north,metformin,234
2022-02-27,north,amlodipine,252
2022-02-27,north,salbutamol,211
2022-02-27,north,ors,102
2022-02-27,south,paracetamol,243
2022-02-27,south,metformin,255
2022-02-27,south,amlodipine,131
2022-02-27,south,salbutamol,225
2022-02-27,south,ors,237
2022-02-27,east,paracetamol,92
2022-02-27,east,metformin,250
2022-02-27,east,amlodipine,280
2022-02-27,east,salbutamol,53
2022-02-27,east,ors,289
2022-02-27,west,paracetamol,255
2022-02-27,west,metformin,124
2022-02-27,west,amlodipine,143
2022-02-27,west,salbutamol,281
2022-02-27,west,ors,156
2022-02-27,central,paracetamol,140
2022-02-27,central,metformin,142
2022-02-27,central,amlodipine,229
2022-02-27,central,salbutamol,209
2022-02-27,central,ors,162
2022-02-28,north,paracetamol,271
2022-02-28,north,metformin,139
2022-02-28,north,amlodipine,143
2022-02-28,north,salbutamol,228
2022-02-28,north,ors,187
2022-02-28,south,paracetamol,189
2022-02-28,south,metformin,274
2022-02-28,south,amlodipine,275
2022-02-28,south,salbutamol,259
2022-02-28,south,ors,216
2022-02-28,east,paracetamol,257
2022-02-28,east,metformin,286
2022-02-28,east,amlodipine,245
2022-02-28,east,salbutamol,187
2022-02-28,east,ors,141
2022-02-28,west,paracetamol,154
2022-02-28,west,metformin,259
2022-02-28,west,amlodipine,122
2022-02-28,west,salbutamol,263
2022-02-28,west,ors,59
2022-02-28,central,paracetamol,153
2022-02-28,central,metformin,200
2022-02-28,central,amlodipine,284
2022-02-28,central,salbutamol,254
2022-02-28,central,ors,265
2022-03-01,north,paracetamol,190
2022-03-01,north,metformin,97
2022-03-01,north,amlodipine,158
2022-03-01,north,salbutamol,138
